date,open,high,low,close,volume
2018-11-22,30.88,31.25,30.58,30.85,22365.92
2018-11-21,30.35,30.99,30.35,30.85,21339.63
2018-11-20,32.26,32.26,30.87,31.03,47461.64
2018-11-19,32.85,32.85,32.2,32.35,40605.97
2018-11-16,32.48,32.9,31.98,32.87,30860.96
2018-11-15,32.3,32.61,32.13,32.39,21718.33
2018-11-14,32.8,32.9,32.17,32.28,27216.14
2018-11-13,32.42,33.16,32.22,32.95,30005.39
2018-11-12,32.69,33.28,32.46,32.97,25049.73
2018-11-09,32.9,32.9,32.04,32.69,25852.97
2018-11-08,33.25,33.37,32.52,32.67,25942.73
2018-11-07,33.04,33.35,32.8,32.95,25588.53
2018-11-06,32.92,33.15,32.29,32.88,19292.87
2018-11-05,32.55,33.21,32.48,32.92,36553.92
2018-11-02,31.67,32.97,31.62,32.75,54533.32
2018-11-01,30.76,31.67,30.4,31.23,60842.01
2018-10-31,29.07,30.35,29.07,30.2,63345.21
2018-10-30,28.79,29.48,28.4,29.09,61668.07
2018-10-29,29.93,29.93,28.52,28.69,61152.39
2018-10-26,30.99,31.36,30.02,30.2,31650.29
2018-10-25,30.6,30.79,30.1,30.7,35294.72
2018-10-24,31.9,32.08,30.91,31.38,30387.03
2018-10-23,33.29,33.29,31.69,31.9,41519.8
2018-10-22,32.35,34.0,32.28,33.0,66591.85
2018-10-19,30.18,31.99,30.05,31.9,36832.75
2018-10-18,31.31,31.31,30.05,30.63,42323.93
2018-10-17,31.62,31.9,30.52,31.35,26013.62
2018-10-16,31.6,32.35,31.2,31.35,29205.33
2018-10-15,32.05,32.96,31.52,32.05,37562.24
2018-10-12,32.6,32.9,31.3,32.05,42851.62
2018-10-11,32.5,34.27,32.3,32.76,60609.84
2018-10-10,33.08,33.75,33.08,33.69,42202.99
2018-10-09,33.65,33.95,32.46,32.98,41743.41
2018-10-08,33.9,34.4,33.66,33.82,40212.29
2018-09-28,34.73,35.27,34.46,34.77,41909.26
2018-09-27,35.3,35.3,34.6,34.7,36335.32
2018-09-26,34.28,35.8,34.2,35.35,67346.21
2018-09-25,33.72,34.4,33.6,34.39,31998.53
2018-09-21,33.65,34.45,33.46,34.25,60324.26
2018-09-20,33.79,33.96,33.21,33.45,44840.14
2018-09-19,32.2,34.16,32.02,33.86,87541.66
2018-09-18,31.08,32.51,30.88,32.29,56509.48
2018-09-17,31.62,31.79,31.08,31.15,47571.57
2018-09-14,32.18,32.4,31.5,32.23,44939.44
2018-09-13,32.2,32.48,31.32,32.0,34753.1
2018-09-12,32.02,32.4,31.83,31.9,35922.72
2018-09-11,33.07,33.09,32.01,32.12,46414.36
2018-09-10,33.24,33.29,32.59,33.06,20356.01
2018-09-07,32.94,33.5,32.66,33.18,35036.71
2018-09-06,33.77,33.99,32.6,33.1,46286.77
2018-09-05,34.4,34.41,33.92,34.07,26047.33
2018-09-04,34.28,34.49,33.67,34.41,28563.64
2018-09-03,34.2,34.45,33.86,34.37,27090.89
2018-08-31,34.88,34.88,34.01,34.2,36427.94
2018-08-30,35.04,35.21,34.76,34.99,40470.71
2018-08-29,35.85,35.85,34.6,34.99,71568.66
2018-08-28,36.58,36.68,36.02,36.31,38252.96
2018-08-27,36.1,36.79,35.41,36.5,63196.7
2018-08-24,35.47,36.0,35.05,35.69,37998.64
2018-08-23,34.79,35.66,34.7,35.2,41379.81
2018-08-22,35.5,35.8,34.58,34.66,39317.47
2018-08-21,35.29,35.84,35.04,35.5,66057.07
2018-08-20,35.98,36.1,34.34,35.07,52276.2
2018-08-17,36.45,36.65,35.8,36.13,34692.63
2018-08-16,36.35,36.96,35.84,36.27,54996.37
2018-08-15,38.8,38.9,37.0,37.12,43642.89
2018-08-14,38.71,39.49,38.48,38.7,26680.3
2018-08-13,38.9,38.9,37.8,38.71,38384.94
2018-08-10,38.7,39.7,38.7,39.15,29922.95
2018-08-09,37.31,39.26,37.31,38.76,52008.76
2018-08-08,38.8,38.88,37.57,37.58,52066.36
2018-08-07,38.08,38.89,37.47,38.81,67214.47
2018-08-06,39.19,39.3,37.2,38.0,70895.12
2018-08-03,42.6,42.7,39.01,39.2,67386.78
2018-08-02,43.2,43.2,40.86,42.55,44352.55
2018-08-01,44.36,44.9,42.88,43.22,41520.25
2018-07-31,45.3,45.37,44.1,44.36,26046.34
2018-07-30,45.51,45.75,44.4,45.21,27688.06
2018-07-27,46.45,46.55,44.7,45.22,31610.46
2018-07-26,45.85,46.89,45.84,46.14,38542.23
2018-07-25,46.69,46.69,45.8,46.01,29909.16
2018-07-24,46.42,46.9,45.52,46.5,49920.88
2018-07-23,47.43,47.44,46.02,46.46,38922.1
2018-07-20,46.61,48.05,46.4,47.57,50407.03
2018-07-19,47.76,47.8,46.51,46.8,36548.28
2018-07-18,45.66,48.0,45.41,47.66,88069.72
2018-07-17,45.95,45.95,44.39,45.54,35097.95
2018-07-16,46.67,47.09,45.0,45.82,39891.3
2018-07-13,46.42,46.8,45.6,46.49,38547.54
2018-07-12,44.21,46.22,44.21,46.18,58259.24
2018-07-11,43.89,44.87,43.08,44.49,38977.23
2018-07-10,44.46,45.0,43.8,44.63,41936.11
2018-07-09,41.83,44.48,41.8,44.37,70451.95
2018-07-06,43.79,43.79,40.7,42.19,76003.19
2018-07-05,43.28,44.35,42.52,43.51,50333.43
2018-07-04,44.2,44.3,43.0,43.5,39316.44
2018-07-03,44.4,44.99,43.35,44.39,46833.94
2018-07-02,44.25,45.49,43.76,44.43,69049.9
2018-06-29,42.59,44.55,42.2,43.84,88675.6
2018-06-28,43.6,44.02,41.56,41.93,64720.38
2018-06-27,45.4,45.94,43.5,44.2,75062.66
2018-06-26,46.1,46.65,44.98,45.4,65390.39
2018-06-25,46.4,47.32,46.02,46.76,76003.01
